id,plate,origin,destiny,departure,arriving,status,departure gate,take off track,arriving gate,landing track,pilot,copilot, attendants
NH377,XA383,Tokio - JAPAN,Ciudad de Mexico - MEXICO,180505_2052_Asia/Tokyo,180506_0233_America/Mexico_City,boarded,E22,2,B12,3,ME5239,US5134,UK1423;ME1438;SW2005;ME6803;US8738;ME5406
AA300,N207,Nueva York - USA,Ciudad de Mexico - MEXICO,180522_1850_America/New_York,180522_2346_America/Mexico_City,boarding,B2,1,B11,2,CH6131,ME3175,ME6111;SW3630;US9513;SP1127
VI285,XA107,Ciudad de Mexico - MEXICO,Guadalajara - MEXICO,180519_1706_America/Mexico_City,180519_1906_America/Mexico_City,boarded,B10,2,E28,1,CR4728,US4658,SP8968;ME8385;CR2520;US8035;US2508
AZ176,XA453,Ciudad de Mexico - MEXICO,Roma - ITALY,180528_1112_America/Mexico_City,180529_0849_Europe/Rome,in transit,A5,2,A20,2,UK5508,US5957,ME8461;ME7633;IT7768;US2589
AA232,G230,Ciudad de Mexico - MEXICO,Nueva York - USA,180503_0813_America/Mexico_City,180503_1550_America/New_York,landed,E14,2,D29,1,ME7860,CH8543,US7899;ME9779;ME2485;US1530;US7264;ME7541;ME8192
DL240,XA330,Los Angeles - USA,Ciudad de Mexico - MEXICO,180501_0353_America/New_York,180501_0849_America/Mexico_City,landed,E27,1,A24,1,ME4625,IT6433,IT4031;ME5739;US8141;ME7981;IN5981;US9513;SW3711
DL179,XA481,Ciudad de Mexico - MEXICO,Los Angeles - USA,180505_0256_America/Mexico_City,180505_1033_America/New_York,boarded,C29,3,C26,1,ME6920,UK6158,ME4035;ME7012;ME6421;US3285
VI245,N137,Guadalajara - MEXICO,Ciudad de Mexico - MEXICO,180523_0156_America/Mexico_City,180523_0356_America/Mexico_City,landed,C1,1,A24,1,ME6543,CH2197,IN5981;IR9058;JA3824;UK5344;US8782;ME3700;ME4054
AC280,D475,Ciudad de Mexico - MEXICO,Toronto - CANADA,180511_1850_America/Mexico_City,180512_0527_America/Toronto,landed,C20,1,A3,2,ME5736,JA4606,ME8984;ME2392;IT4057;US9082;US2103;FR5373;ME2393
MA265,CF-295,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180505_2336_America/Mexico_City,180506_0136_America/Mexico_City,landed,B18,2,C1,1,US5788,US3564,ME1933;CH8297;ME2830;IR9058
DL338,XA401,Los Angeles - USA,Ciudad de Mexico - MEXICO,180525_0325_America/New_York,180525_0821_America/Mexico_City,waiting,D28,1,D27,1,JA4606,ME6293,US7370;US4359;SW3711;ME4054;US6238
IN417,XA422,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180517_0633_America/Mexico_City,180517_0833_America/Mexico_City,boarding,C29,1,E18,3,US8387,ME3512,ME2754;ME9914;US1477;IT4057;IR3929;SW4620
AZ311,XA186,Ciudad de Mexico - MEXICO,Roma - ITALY,180513_1446_America/Mexico_City,180514_1223_Europe/Rome,landing,E14,3,D10,1,JA1867,ME9062,ME4846;US6674;SW7225;ME4319;UK5344;ME1289;ME2295
OS464,XA323,Sidney - AUSTRALIA,Ciudad de Mexico - MEXICO,180528_0002_Australia/Sydney,180528_0857_America/Mexico_City,in transit,D29,1,D17,1,FR3387,IR2777,IN7458;ME9779;ME7334;UK4136
IN353,XA485,Monterrey - MEXICO,Ciudad de Mexico - MEXICO,180528_1007_America/Mexico_City,180528_1207_America/Mexico_City,boarded,E9,3,C23,2,US3296,SW6306,FR6943;ME4054;FR3671;ME7379
LH201,VH340,Berlin - GERMANY,Ciudad de Mexico - MEXICO,180523_1107_Europe/Berlin,180523_1914_America/Mexico_City,waiting,B11,3,C6,3,US8859,ME6860,ME8139;SW3630;ME1933;FR2375;UK2281;US6788;ME9511
LH414,N342,Ciudad de Mexico - MEXICO,Hamburgo - GERMANY,180522_0329_America/Mexico_City,180523_0206_Europe/Berlin,boarded,E25,3,A10,1,ME5470,GR8332,JA4696;ME9318;US7001;IR1006;JA7918
OS241,XA485,Sidney - AUSTRALIA,Ciudad de Mexico - MEXICO,180510_0608_Australia/Sydney,180510_1503_America/Mexico_City,boarded,B29,3,D1,2,ME2218,ME5016,ME2141;ME5824;ME1018;US8274
IN441,D439,Vallarta - MEXICO,Ciudad de Mexico - MEXICO,180522_2010_America/Mexico_City,180522_2210_America/Mexico_City,waiting,B17,1,D25,2,ME9851,US1009,US4513;US8779;ME3031;IR1784;ME4993;ME9538;US6497
AF196,CF-122,Ciudad de Mexico - MEXICO,Paris - FRANCE,180509_1143_America/Mexico_City,180510_0920_Europe/Paris,landing,B16,1,D4,2,ME4270,JA3153,FR1889;FR2118;US2551
OS324,N449,Sidney - AUSTRALIA,Ciudad de Mexico - MEXICO,180521_2019_Australia/Sydney,180522_0514_America/Mexico_City,in transit,B24,3,D9,2,ME6255,SW6673,US8035;US1004;ME6111;Me6629;US4212
LH255,N226,Ciudad de Mexico - MEXICO,Hamburgo - GERMANY,180503_2152_America/Mexico_City,180504_2029_Europe/Berlin,in transit,B11,3,C16,3,US5410,IT9414,JA5178;ME2273;JA9395
IN165,XA350,Monterrey - MEXICO,Ciudad de Mexico - MEXICO,180523_2017_America/Mexico_City,180523_2217_America/Mexico_City,landing,D14,2,A10,1,GR4856,JA2884,SP2315;ME2830;US4635
LH306,HB353,Ciudad de Mexico - MEXICO,Berlin - GERMANY,180512_0413_America/Mexico_City,180513_0250_Europe/Berlin,waiting,C15,2,A18,3,ME9062,GR3927,Me3262;ME5413;US9844;GR2504;US7716
IB247,CF-129,Ciudad de Mexico - MEXICO,Madrid - SPAIN,180525_0053_America/Mexico_City,180525_2130_Europe/Madrid,landed,C11,3,B23,2,CH3477,US3393,ME9511;UK4405;US7432;ME9656;ME6526;ME3514
AC442,EC198,Ciudad de Mexico - MEXICO,Quebec - CANADA,180516_0654_America/Mexico_City,180516_1731_America/Toronto,boarded,D21,2,A20,2,UK2048,US6606,JA6985;US2928;ME3286;US4066;ME8824;ME4685
IN219,N270,Vallarta - MEXICO,Ciudad de Mexico - MEXICO,180528_1657_America/Mexico_City,180528_1857_America/Mexico_City,boarding,A10,1,B23,3,US1793,US1765,JA7621;ME3628;JA4141;ME3351;US9513;CH9478
DL201,XA480,Los Angeles - USA,Ciudad de Mexico - MEXICO,180528_2350_America/New_York,180529_0446_America/Mexico_City,boarding,E28,2,A24,3,ME5239,US5535,IT4031;IN3272;ME1582;US2670;JA6985;ME3241;ME1202
DL334,XA234,San Francisco - USA,Ciudad de Mexico - MEXICO,180518_0006_America/New_York,180518_0502_America/Mexico_City,landed,A2,2,C28,2,UK9223,ME6821,US2945;UK1423;US5030
VO115,F214,Guadalajara - MEXICO,Ciudad de Mexico - MEXICO,180512_0027_America/Mexico_City,180512_0227_America/Mexico_City,boarded,E13,1,A11,1,UK9702,ME4648,CR2520;ME3891;ME9800;ME5980;US1250;ME2908;US8035
AI383,D247,Ciudad de Mexico - MEXICO,Calcuta - INDIA,180505_1536_America/Mexico_City,180506_1943_Asia/Kolkata,waiting,B17,3,D11,2,US4740,ME2465,ME8619;US3925;ME3926;ME3954;US4791;US5649;US1815
VI469,XA240,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180512_0053_America/Mexico_City,180512_0253_America/Mexico_City,boarded,E29,2,E4,2,FR4713,ME7202,ME9914;ME6595;US7224;ME8938
AZ383,G257,Ciudad de Mexico - MEXICO,Roma - ITALY,180507_0019_America/Mexico_City,180507_2156_Europe/Rome,boarded,B28,3,E4,1,US5134,US3393,ME1321;ME8646;ME8010;US2103
AZ362,CF-144,Roma - ITALY,Ciudad de Mexico - MEXICO,180504_0033_Europe/Rome,180504_0743_America/Mexico_City,in transit,E21,2,D14,3,IT3011,ME5933,ME8159;ME2393;ME5290;JA4077
AE448,I314,Los Cabos - MEXICO,Ciudad de Mexico - MEXICO,180523_1544_America/Mexico_City,180523_1744_America/Mexico_City,boarding,A11,1,A25,1,GR1339,ME3652,US3098;ME7334;US8178
IN424,XA486,Ciudad de Mexico - MEXICO,Tijuana - MEXICO,180519_1621_America/Mexico_City,180519_1821_America/Mexico_City,landed,B2,2,A18,2,ME5780,GR7742,GR9429;SW3572;US1815
LX138,XA350,Zurich - SWITZERLAND,Ciudad de Mexico - MEXICO,180509_0319_Europe/Zurich,180509_1145_America/Mexico_City,in transit,D23,2,A2,2,UK3049,JA8918,ME3785;ME7638;UK7277;UK1278;ME4054;JA1247
IN169,HB234,Ciudad de Mexico - MEXICO,Tijuana - MEXICO,180503_0047_America/Mexico_City,180503_0247_America/Mexico_City,in transit,C3,3,A11,1,ME5016,SW8106,ME5133;ME8984;GR4037
VO471,N105,Guadalajara - MEXICO,Ciudad de Mexico - MEXICO,180505_0438_America/Mexico_City,180505_0638_America/Mexico_City,waiting,D7,3,E19,1,US2889,ME5805,CH1431;ME1438;IT8853;ME2754;US5566;ME9159
DL295,CF-329,Ciudad de Mexico - MEXICO,Los Angeles - USA,180501_1450_America/Mexico_City,180501_2227_America/New_York,in transit,E6,1,C24,3,US5264,US4502,ME3186;ME5406;UK5639;US4212;ME4297;SW4439
AZ272,XA237,Roma - ITALY,Ciudad de Mexico - MEXICO,180507_1517_Europe/Rome,180507_2227_America/Mexico_City,in transit,A28,1,B11,2,CH6821,IT1815,ME1933;US5712;CH8612;ME7012
IN226,N457,Ciudad de Mexico - MEXICO,Monterrey - MEXICO,180502_2145_America/Mexico_City,180502_2345_America/Mexico_City,boarded,C12,1,D16,2,Me6579,ME7202,US7362;US2928;CH2636;ME5348;US2714;US3098
VI209,N373,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180502_0239_America/Mexico_City,180502_0439_America/Mexico_City,in transit,C25,2,E7,1,ME3452,IT1815,GR8941;SP2315;US3098;ME8184
NH263,XA485,Tokio - JAPAN,Ciudad de Mexico - MEXICO,180501_1329_Asia/Tokyo,180501_1910_America/Mexico_City,landing,A11,3,E21,2,ME9940,US1765,US3923;ME3698;FR7918
IN364,XA283,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180522_2146_America/Mexico_City,180522_2346_America/Mexico_City,landing,A3,3,D1,3,GR8397,US1276,ME9965;ME1504;ME9159;UK5825
MA226,F195,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180520_2029_America/Mexico_City,180520_2229_America/Mexico_City,landed,E29,3,C23,2,US9306,ME5585,US1572;US6422;ME5792
VI495,XA416,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180509_2349_America/Mexico_City,180510_0149_America/Mexico_City,landing,A6,1,A1,3,IN6666,UK6158,US1156;US1477;FR9404
VI443,XA471,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180513_1346_America/Mexico_City,180513_1546_America/Mexico_City,in transit,C28,1,D1,3,ME8087,ME2218,JA5508;SW1036;CH4164
VO227,XA149,Monterrey - MEXICO,Ciudad de Mexico - MEXICO,180505_1923_America/Mexico_City,180505_2123_America/Mexico_City,waiting,B1,2,B17,1,US2683,US4980,ME4297;ME3954;CH8793;ME1244;GR3117;JA8788;Me6986
AE283,N138,Ciudad de Mexico - MEXICO,Los Cabos - MEXICO,180527_1022_America/Mexico_City,180527_1222_America/Mexico_City,landing,A7,2,A13,3,JA7771,ME1177,ME2393;IT4057;US6897;ME9173;GR3117;SW5979;IT8853
AE393,G110,Ciudad de Mexico - MEXICO,Los Cabos - MEXICO,180514_2337_America/Mexico_City,180515_0137_America/Mexico_City,in transit,D16,1,D9,2,ME6091,ME2913,US4791;ME2824;ME1202;US9844;JA6516
LH261,XA225,Munich - GERMANY,Ciudad de Mexico - MEXICO,180526_0323_Europe/Berlin,180526_1130_America/Mexico_City,waiting,A12,3,D17,2,SP6471,ME1188,ME1119;JA6985;ME3186;ME6902
AF356,XA442,Ciudad de Mexico - MEXICO,Paris - FRANCE,180512_2059_America/Mexico_City,180513_1836_Europe/Paris,landing,B21,1,C25,3,UK5409,ME6821,ME1933;ME1961;US4212;ME6704
UA467,XA453,Ciudad de Mexico - MEXICO,Dallas - USA,180509_1440_America/Mexico_City,180509_2217_America/New_York,boarding,A14,3,A6,3,GR2420,US4650,US2245;CR5549;ME3031;SW3572
IN110,XA345,Tijuana - MEXICO,Ciudad de Mexico - MEXICO,180509_0733_America/Mexico_City,180509_0933_America/Mexico_City,in transit,C3,1,C22,1,ME5016,US7734,IR1784;ME3628;ME1062;US1004;UK5344;CH1431;US8597
VO298,VH260,Ciudad de Mexico - MEXICO,La Paz - MEXICO,180525_1903_America/Mexico_City,180525_2103_America/Mexico_City,boarding,A27,1,E21,2,CH8254,ME4965,IT7768;ME5600;CH2636;IN5981
VO355,D244,Monterrey - MEXICO,Ciudad de Mexico - MEXICO,180509_1225_America/Mexico_City,180509_1425_America/Mexico_City,in transit,C16,2,B28,1,IN9349,ME5805,JA7874;ME1244;US8597;US8178;ME5980;ME3492
AC129,XA187,Ciudad de Mexico - MEXICO,Toronto - CANADA,180503_2344_America/Mexico_City,180504_1021_America/Toronto,boarded,C20,2,D26,2,US7728,ME6511,ME5348;SW6593;ME6803
IB225,XA249,Ciudad de Mexico - MEXICO,Madrid - SPAIN,180504_1637_America/Mexico_City,180505_1314_Europe/Madrid,waiting,E18,2,B23,2,CH1309,ME2104,SP6103;ME6833;US5649;CH2636;US1156;JA1526
AF295,F114,Ciudad de Mexico - MEXICO,Paris - FRANCE,180510_0117_America/Mexico_City,180510_2254_Europe/Paris,waiting,D26,1,C3,1,JA3828,ME1503,ME2295;ME7744;ME3045;ME4846
LH114,N206,Ciudad de Mexico - MEXICO,Berlin - GERMANY,180520_1432_America/Mexico_City,180521_1309_Europe/Berlin,landed,D19,3,D28,2,IT5846,ME2162,ME9159;US2245;ME6595
IN221,XA492,Monterrey - MEXICO,Ciudad de Mexico - MEXICO,180502_0352_America/Mexico_City,180502_0552_America/Mexico_City,boarded,E29,1,A14,3,US6411,US4202,ME5818;ME2052;ME5293;IT7768
LH418,XA421,Munich - GERMANY,Ciudad de Mexico - MEXICO,180523_1916_Europe/Berlin,180524_0323_America/Mexico_City,boarding,C10,2,C18,2,US7787,ME4790,SP2678;ME4487;FR9643;IT4625;US4229;US5653;Me9521
AA254,VH282,Nueva York - USA,Ciudad de Mexico - MEXICO,180514_0943_America/New_York,180514_1439_America/Mexico_City,waiting,D16,2,A24,2,US7838,ME5727,GR8941;ME2824;US9259;IT8473;GR9342;UK7277;US1214
LX170,D475,Zurich - SWITZERLAND,Ciudad de Mexico - MEXICO,180523_0202_Europe/Zurich,180523_1028_America/Mexico_City,waiting,E16,1,E1,3,ME3512,ME6184,IT8853;ME6803;ME3492;IR6209;US3071
AA207,XA187,Ciudad de Mexico - MEXICO,Nueva York - USA,180509_2025_America/Mexico_City,180510_0402_America/New_York,landed,A21,1,C6,2,ME2796,JA6744,ME1062;ME8287;ME7580;US7224;ME8862;SP2315;SW5293
AE313,I314,Los Cabos - MEXICO,Ciudad de Mexico - MEXICO,180507_0056_America/Mexico_City,180507_0256_America/Mexico_City,landing,C16,3,B5,3,GR8332,ME9527,ME5245;ME8544;SW7225
AC319,HB201,Ciudad de Mexico - MEXICO,Quebec - CANADA,180522_0158_America/Mexico_City,180522_1235_America/Toronto,in transit,D15,2,D16,3,ME5239,UK6287,ME5539;ME5245;US9844;US5915;US8368;US5649;SP4359
UA106,XA102,Ciudad de Mexico - MEXICO,Dallas - USA,180524_0047_America/Mexico_City,180524_0824_America/New_York,in transit,A23,3,D12,3,GR3724,ME2598,ME8646;ME8139;ME6222;GR4152
VO353,F195,Guadalajara - MEXICO,Ciudad de Mexico - MEXICO,180504_0041_America/Mexico_City,180504_0241_America/Mexico_City,in transit,E25,3,E12,2,IR8720,JA9761,ME4615;GR9342;ME8544;ME3351;ME5739
BA283,CF-299,Ciudad de Mexico - MEXICO,Manchester - UK,180525_1607_America/Mexico_City,180526_1144_Europe/London,landing,E9,1,D15,2,IT5846,ME3666,SW2005;ME1582;SW9237
OS281,I354,Ciudad de Mexico - MEXICO,Sidney - AUSTRALIA,180508_1016_America/Mexico_City,180510_0253_Australia/Sydney,boarded,C21,2,D26,2,ME7850,ME6184,ME2392;IT9637;US8597
VO116,N143,Monterrey - MEXICO,Ciudad de Mexico - MEXICO,180507_1044_America/Mexico_City,180507_1244_America/Mexico_City,landed,D7,3,B8,2,ME9310,ME2460,ME5600;UK7277;ME3854;US4635;ME1183;ME2295
IB474,N171,Ciudad de Mexico - MEXICO,Barcelona - SPAIN,180519_2242_America/Mexico_City,180520_1919_Europe/Madrid,boarded,C3,1,A19,2,ME6511,UK9775,ME5494;US3040;ME8619
UA446,VH282,Ciudad de Mexico - MEXICO,Washington - USA,180517_0946_America/Mexico_City,180517_1723_America/New_York,boarded,D3,3,D2,3,US9545,ME5727,GR4580;US7432;US1214;SP2678
AM205,XA168,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180502_1908_America/Mexico_City,180502_2108_America/Mexico_City,boarding,A9,1,C4,2,IT9937,ME9089,US6422;ME5406;ME2818
MA102,CF-215,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180502_0439_America/Mexico_City,180502_0639_America/Mexico_City,in transit,E2,1,E26,3,IT6421,ME8465,JA4141;UK5825;ME3286;JA9807
UA272,VH370,Ciudad de Mexico - MEXICO,Dallas - USA,180518_0118_America/Mexico_City,180518_0855_America/New_York,in transit,B20,3,E25,2,FR3387,JA3828,ME7587;FR2118;ME9873;GR8941;US1477;IR1006;ME8984
AC368,EC198,Ontario - CANADA,Ciudad de Mexico - MEXICO,180521_1714_America/Toronto,180522_0132_America/Mexico_City,landed,A23,1,B28,1,US9102,ME3330,IN5981;GR8036;ME1183;ME8385
AI371,XA230,Ciudad de Mexico - MEXICO,Calcuta - INDIA,180527_0432_America/Mexico_City,180528_0839_Asia/Kolkata,in transit,D10,2,E9,1,ME1292,ME8915,US7651;ME3854;SP2261;SW1036;ME4846;US1815
VO442,XA438,Ciudad de Mexico - MEXICO,La Paz - MEXICO,180505_0313_America/Mexico_City,180505_0513_America/Mexico_City,landing,E7,3,A22,3,IT1425,SW6890,ME6111;ME9511;ME7334;ME5245;US7716
BA373,VH481,Ciudad de Mexico - MEXICO,Manchester - UK,180524_1108_America/Mexico_City,180525_0645_Europe/London,landing,A19,1,D21,3,CH3477,ME1329,CH7834;ME1438;Me2713;JA1247
OS458,N105,Ciudad de Mexico - MEXICO,Sidney - AUSTRALIA,180506_1645_America/Mexico_City,180508_0922_Australia/Sydney,landed,B5,2,A23,1,IT4663,US6606,US8274;ME3514;ME3637;US5653;SW3729;US6788;IR9361
LX320,XA140,Ginebra - SWITZERLAND,Ciudad de Mexico - MEXICO,180520_1140_Europe/Zurich,180520_2006_America/Mexico_City,landed,A20,3,C8,1,ME5620,IT3783,CH2320;US1915;ME4685;US3130
UA186,CF-295,Washington - USA,Ciudad de Mexico - MEXICO,180515_0516_America/New_York,180515_1012_America/Mexico_City,waiting,B2,2,B12,1,ME3330,FR9253,ME1664;US2551;JA7874;SW4615
MA477,D475,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180510_1257_America/Mexico_City,180510_1457_America/Mexico_City,boarding,A12,2,D19,3,ME5179,ME5620,US6309;US1004;SW6593;US7264;US3098;IR2315;ME4993
AC323,N475,Ontario - CANADA,Ciudad de Mexico - MEXICO,180502_1732_America/Toronto,180503_0150_America/Mexico_City,boarded,B16,3,D27,2,US5020,ME4648,US7362;US7224;ME4798;ME3045;ME5348;ME2392
LH294,XA475,Munich - GERMANY,Ciudad de Mexico - MEXICO,180514_0827_Europe/Berlin,180514_1634_America/Mexico_City,landing,D27,2,D29,1,US1467,ME3512,FR2375;US1500;ME4261
BA152,CF-206,Londres - UK,Ciudad de Mexico - MEXICO,180503_0116_Europe/London,180503_0817_America/Mexico_City,waiting,E21,3,B4,1,US2547,US5957,ME3637;JA4141;JA1526;JA9697;ME9511;US8035
IB292,G473,Madrid - SPAIN,Ciudad de Mexico - MEXICO,180527_1108_Europe/Madrid,180527_1823_America/Mexico_City,in transit,E7,2,A22,2,UK9775,IR8601,ME5792;FR9404;SW3572;ME9538
AZ109,D382,Roma - ITALY,Ciudad de Mexico - MEXICO,180526_1734_Europe/Rome,180527_0044_America/Mexico_City,waiting,A18,1,C7,3,ME4021,GR3927,ME4102;ME5974;US2245;ME5071;US8274;SP8968;US7001
BA309,F313,Manchester - UK,Ciudad de Mexico - MEXICO,180517_0250_Europe/London,180517_0951_America/Mexico_City,boarded,D7,2,D14,3,CH8982,ME7075,US8365;JA7621;US1815
AM373,XA303,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180522_0912_America/Mexico_City,180522_1112_America/Mexico_City,landing,B13,2,B27,2,US2683,JA9761,GR8036;ME8461;US7362;US6238;JA5178;IN5981
IB271,XA225,Ciudad de Mexico - MEXICO,Madrid - SPAIN,180515_0009_America/Mexico_City,180515_2046_Europe/Madrid,in transit,B26,3,A18,1,CH1460,IT1425,ME7619;ME2141;CH4282;CO3491;ME7638;US7231;US5653
LX192,G396,Ciudad de Mexico - MEXICO,Ginebra - SWITZERLAND,180505_1738_America/Mexico_City,180506_1615_Europe/Zurich,boarding,B4,1,D19,2,US8827,FR1589,ME5705;ME3698;ME6655;ME6902;ME5293
IN476,HB168,Tijuana - MEXICO,Ciudad de Mexico - MEXICO,180502_1321_America/Mexico_City,180502_1521_America/Mexico_City,boarded,E19,1,C1,1,ME8522,CH3477,ME4706;GR8036;US9844;ME6704;ME5600;ME4821
AC208,VH243,Ontario - CANADA,Ciudad de Mexico - MEXICO,180517_1548_America/Toronto,180518_0006_America/Mexico_City,landing,B26,3,C16,3,ME1292,CH2197,ME3045;ME9538;JA8523;US2523
VI167,N143,Ciudad de Mexico - MEXICO,Guadalajara - MEXICO,180526_1210_America/Mexico_City,180526_1410_America/Mexico_City,in transit,B16,1,B22,1,GR7671,US1980,GR9429;GR4152;SW5979;US6238;IR9986;ME9173
IN299,XA409,Tijuana - MEXICO,Ciudad de Mexico - MEXICO,180528_0645_America/Mexico_City,180528_0845_America/Mexico_City,boarded,E10,1,E18,3,FR4032,JA7955,ME3061;US8738;SP1127
OS337,I359,Ciudad de Mexico - MEXICO,Sidney - AUSTRALIA,180528_1029_America/Mexico_City,180530_0306_Australia/Sydney,in transit,A26,1,C13,3,US3564,JA6744,ME5405;ME9914;ME4846
AC492,N280,Toronto - CANADA,Ciudad de Mexico - MEXICO,180526_0120_America/Toronto,180526_0938_America/Mexico_City,waiting,B8,2,D5,3,US7728,ME9934,ME7587;ME6222;Me6986;ME9318;ME2824
BA363,XA427,Manchester - UK,Ciudad de Mexico - MEXICO,180505_0333_Europe/London,180505_1034_America/Mexico_City,waiting,B26,2,D17,2,ME7889,GR7671,ME2830;ME5539;CH8612
AA444,N300,Nueva York - USA,Ciudad de Mexico - MEXICO,180506_0913_America/New_York,180506_1409_America/Mexico_City,landed,A8,2,A8,3,FR1589,ME7836,UK1615;US1004;ME7619;ME9873
VO241,CF-250,Ciudad de Mexico - MEXICO,Guadalajara - MEXICO,180520_0906_America/Mexico_City,180520_1106_America/Mexico_City,landing,D15,1,C15,3,JA1867,US4105,ME1321;ME9914;US1108;US6897;ME9800
IB297,XA115,Barcelona - SPAIN,Ciudad de Mexico - MEXICO,180502_0755_Europe/Madrid,180502_1510_America/Mexico_City,landing,B7,1,E14,1,ME5933,US6603,ME8824;ME7633;ME5739;US2523
UA206,VH117,Washington - USA,Ciudad de Mexico - MEXICO,180510_1607_America/New_York,180510_2103_America/Mexico_City,landing,C10,1,B21,3,UK6048,SP9501,IT5795;SW1036;US5649;US1214;CH8297
DL368,EC198,Ciudad de Mexico - MEXICO,Los Angeles - USA,180511_2124_America/Mexico_City,180512_0501_America/New_York,boarded,D6,2,D4,1,US3167,ME1177,JA3160;IT5622;ME1321
LH267,XA486,Ciudad de Mexico - MEXICO,Berlin - GERMANY,180526_1624_America/Mexico_City,180527_1501_Europe/Berlin,landing,B12,3,B22,1,ME1683,US4705,UK6967;ME7638;ME1202
LH366,N392,Ciudad de Mexico - MEXICO,Berlin - GERMANY,180511_0708_America/Mexico_City,180512_0545_Europe/Berlin,boarded,C15,2,B24,1,IN1229,GR3402,ME4035;SW6593;JA6985;CH4282
AC378,XA308,Ontario - CANADA,Ciudad de Mexico - MEXICO,180512_0801_America/Toronto,180512_1619_America/Mexico_City,boarded,A11,1,A15,1,ME8740,US2880,US7362;IN1368;US8812
IN139,F313,Ciudad de Mexico - MEXICO,Monterrey - MEXICO,180505_2314_America/Mexico_City,180506_0114_America/Mexico_City,waiting,E22,2,A21,3,IN9349,ME3882,ME8938;ME6595;ME7313;US8368;US8779
AF272,XA381,Paris - FRANCE,Ciudad de Mexico - MEXICO,180506_0446_Europe/Paris,180506_1237_America/Mexico_City,landed,C9,3,C2,2,IR5888,ME2282,ME7379;US1572;US2523;GR9429;US8035;ME5580;SP2315
BA116,HB423,Londres - UK,Ciudad de Mexico - MEXICO,180528_1810_Europe/London,180529_0111_America/Mexico_City,landed,E20,2,B17,3,ME3401,ME6507,SP2678;IT4031;CH9478;SW6712;JA6281;US8368
LX266,F114,Ciudad de Mexico - MEXICO,Zurich - SWITZERLAND,180521_1423_America/Mexico_City,180522_1300_Europe/Zurich,in transit,E15,3,A25,2,ME3401,CH8982,IR9058;JA3160;ME1055;GR4560
UA351,XA421,Ciudad de Mexico - MEXICO,Washington - USA,180510_0935_America/Mexico_City,180510_1712_America/New_York,waiting,E10,3,E18,1,ME5179,ME6255,US7224;ME1289;SW1598;ME2273
UA314,XA401,Washington - USA,Ciudad de Mexico - MEXICO,180514_1131_America/New_York,180514_1627_America/Mexico_City,in transit,A5,2,E27,2,ME1280,IR5888,ME8139;FR7937;US2773;ME9800;SW5354
IN116,G110,Ciudad de Mexico - MEXICO,Monterrey - MEXICO,180511_0403_America/Mexico_City,180511_0603_America/Mexico_City,waiting,B2,2,B1,2,US1378,ME3175,ME1582;US9226;ME2393
AC438,XA438,Ciudad de Mexico - MEXICO,Toronto - CANADA,180524_0539_America/Mexico_City,180524_1616_America/Toronto,landed,B24,1,B13,2,ME4570,ME6466,ME5774;SP6103;ME1582;UK1278;ME7815;CH4164
AM147,JA255,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180526_1655_America/Mexico_City,180526_1855_America/Mexico_City,landing,A29,1,C21,2,SP7562,ME4570,ME1447;ME2818;ME6111;FR6943;CH8092;CH3782
VI499,N419,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180510_0702_America/Mexico_City,180510_0902_America/Mexico_City,waiting,A22,3,C21,2,ME9773,IN6225,FR1606;US2670;US3435
LH119,HB242,Ciudad de Mexico - MEXICO,Hamburgo - GERMANY,180519_1239_America/Mexico_City,180520_1116_Europe/Berlin,landing,B6,3,D9,1,JA9633,FR9253,ME4683;ME8619;ME5405;ME7800;ME4706
IN400,CF-345,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180503_1311_America/Mexico_City,180503_1511_America/Mexico_City,boarding,A26,2,C5,1,ME5585,SW8106,US3000;US3925;ME2392;JA8826
VO254,HB344,La Paz - MEXICO,Ciudad de Mexico - MEXICO,180515_2311_America/Mexico_City,180516_0111_America/Mexico_City,waiting,E29,2,D22,1,ME5277,SP1349,IR1006;ME3926;SP2315;IN7458;CH4736
LH287,N182,Ciudad de Mexico - MEXICO,Hamburgo - GERMANY,180506_1929_America/Mexico_City,180507_1806_Europe/Berlin,landed,D4,3,A1,2,IN6666,ME2218,GR4037;SP6103;CH9478;CR2520;ME7541;ME2484;GR8686
VO438,XA346,Ciudad de Mexico - MEXICO,Guadalajara - MEXICO,180528_0722_America/Mexico_City,180528_0922_America/Mexico_City,in transit,A12,2,E22,3,ME6255,Me7186,JA8523;ME9159;ME1045;ME7633
